budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
209000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",,44833,"[{""id"": 1721, ""name"": ""fight""}, {""id"": 4410, ""name"": ""u.s. navy""}, {""id"": 11265, ""name"": ""mind reading""}, {""id"": 12354, ""name"": ""hong kong""}, {""id"": 13042, ""name"": ""soccer""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 14946, ""name"": ""fictional war""}, {""id"": 160855, ""name"": ""naval""}, {""id"": 160856, ""name"": ""armada""}, {""id"": 160860, ""name"": ""battleship""}, {""id"": 160861, ""name"": ""naval combat""}, {""id"": 160865, ""name"": ""jds myoko""}, {""id"": 160866, ""name"": ""lost communication""}, {""id"": 160868, ""name"": ""taser""}, {""id"": 160873, ""name"": ""buoy""}, {""id"": 160875, ""name"": ""communications expert""}, {""id"": 160876, ""name"": ""joint chiefs of staff""}, {""id"": 160879, ""name"": ""crash landing""}, {""id"": 160880, ""name"": ""jet fighter pilot""}, {""id"": 160881, ""name"": ""navy lieutenant""}, {""id"": 160884, ""name"": ""permission to marry""}, {""id"": 160885, ""name"": ""uss john paul jones""}, {""id"": 160887, ""name"": ""based on board game""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 227328, ""name"": ""mighty mo""}, {""id"": 227329, ""name"": ""uss missouri""}]",en,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",64.928382,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Hasbro"", ""id"": 2598}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Film 44"", ""id"": 20153}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-11,303025485,131.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,The Battle for Earth Begins at Sea,Battleship,5.5,2114
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.jurassicworld.com/,135397,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 1718, ""name"": ""dna""}, {""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 1766, ""name"": ""velociraptor""}, {""id"": 2041, ""name"": ""island""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 158340, ""name"": ""theme park""}, {""id"": 178010, ""name"": ""jurassic park""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 223059, ""name"": ""animal horror""}]",en,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",418.708552,"[{""name"": ""Universal Studios"", ""id"": 13}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-09,1513528810,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The park is open.,Jurassic World,6.5,8662
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.skyfall-movie.com,37724,"[{""id"": 470, ""name"": ""spy""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 9740, ""name"": ""sociopath""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 15478, ""name"": ""art gallery""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 156345, ""name"": ""istanbul turkey""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 159932, ""name"": ""uzi""}, {""id"": 163841, ""name"": ""booby trap""}, {""id"": 185071, ""name"": ""impersonating a police officer""}, {""id"": 185077, ""name"": ""macao""}]",en,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",93.004993,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-10-25,1108561013,143.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Think on your sins.,Skyfall,6.9,7604
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.sonypictures.com/movies/spider-man2/,558,"[{""id"": 851, ""name"": ""dual identity""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 5983, ""name"": ""pizza boy""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 14991, ""name"": ""tentacle""}, {""id"": 34079, ""name"": ""death""}, {""id"": 163074, ""name"": ""super villain""}]",en,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",35.149586,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Laura Ziskin Productions"", ""id"": 326}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-06-25,783766341,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,There's a hero in all of us.,Spider-Man 2,6.7,4321
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://marvel.com/ironman3,68721,"[{""id"": 949, ""name"": ""terrorist""}, {""id"": 5597, ""name"": ""war on terror""}, {""id"": 6335, ""name"": ""tennessee""}, {""id"": 8613, ""name"": ""malibu""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12555, ""name"": ""tony stark""}, {""id"": 173776, ""name"": ""iron man""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 188721, ""name"": ""mandarin""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 209748, ""name"": ""war machine""}, {""id"": 209822, ""name"": ""iron patriot""}, {""id"": 209823, ""name"": ""extremis""}]",en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",77.68208,"[{""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-18,1215439994,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Unleash the power behind the armor.,Iron Man 3,6.8,8806
200000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",http://disney.go.com/wonderland/,12155,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 855, ""name"": ""fictional place""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 12552, ""name"": ""alice in wonderland""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 209714, ""name"": ""3d""}]",en,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",78.530105,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-03,1025491110,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You're invited to a very important date.,Alice in Wonderland,6.4,4645
210000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,36668,"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10761, ""name"": ""superhuman""}, {""id"": 161271, ""name"": ""beast""}, {""id"": 161893, ""name"": ""cyclops""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",3.857526,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Major Studio Partners"", ""id"": 445}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""thinkfilm"", ""id"": 12247}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""X3 Canada Productions"", ""id"": 79028}, {""name"": ""X3US Productions"", ""id"": 79029}, {""name"": ""XM3 Service"", ""id"": 79030}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-24,459359555,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Take a Stand,X-Men: The Last Stand,6.3,3525
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,62211,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 5984, ""name"": ""dormitory""}, {""id"": 6186, ""name"": ""games""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13160, ""name"": ""university""}, {""id"": 163303, ""name"": ""scary""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,89.186492,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-06-20,743559607,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,School never looked this scary.,Monsters University,7.0,3528
150000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.transformersmovie.com/,8373,"[{""id"": 1160, ""name"": ""egypt""}, {""id"": 1670, ""name"": ""sun""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 8264, ""name"": ""symbol""}, {""id"": 9854, ""name"": ""artifact""}, {""id"": 10607, ""name"": ""transformers""}, {""id"": 11117, ""name"": ""tank""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",21.939663,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-19,836297228,150.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Revenge is coming.,Transformers: Revenge of the Fallen,6.0,3138
210000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.transformersmovie.com,91314,"[{""id"": 9663, ""name"": ""sequel""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10607, ""name"": ""transformers""}, {""id"": 10891, ""name"": ""giant robot""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 166594, ""name"": ""transforming robot""}]",en,Transformers: Age of Extinction,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",116.840296,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""China Movie Channel"", ""id"": 11413}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Ian Bryce Productions"", ""id"": 38833}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-25,1091405097,165.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This is not war. It's extinction.,Transformers: Age of Extinction,5.8,3095
200000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",http://www.ozthegreatandpowerfulmovie.com,68728,"[{""id"": 291, ""name"": ""circus""}, {""id"": 616, ""name"": ""witch""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3929, ""name"": ""hope""}, {""id"": 4662, ""name"": ""illusion""}, {""id"": 44451, ""name"": ""lost""}, {""id"": 172365, ""name"": ""magic trick""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 209714, ""name"": ""3d""}]",en,Oz: The Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",46.985445,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Roth Films"", ""id"": 16314}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-03-07,491868548,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In Oz, nothing is what it seems",Oz: The Great and Powerful,5.7,3530
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.theamazingspiderman.com,102382,"[{""id"": 1523, ""name"": ""obsession""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 13040, ""name"": ""electrocution""}, {""id"": 33977, ""name"": ""medical experiment""}, {""id"": 41594, ""name"": ""electricity""}, {""id"": 163455, ""name"": ""super powers""}]",en,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",89.270217,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Avi Arad Productions"", ""id"": 31828}, {""name"": ""Matt Tolmach Productions"", ""id"": 53462}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-16,705717432,142.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No more secrets.,The Amazing Spider-Man 2,6.5,4179
170000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://disney.go.com/tron/,20526,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 4286, ""name"": ""computer program""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 185351, ""name"": ""neon light""}, {""id"": 236778, ""name"": ""autocracy""}]",en,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""Prana Studios"", ""id"": 18713}, {""name"": ""Sean Bailey Productions"", ""id"": 23791}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-12-10,400062763,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Game Has Changed.,TRON: Legacy,6.3,2841
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.disney.go.com/cars/,49013,"[{""id"": 830, ""name"": ""car race""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-11,559852396,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Ka-ciao!,Cars 2,5.8,2033
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://greenlanternmovie.warnerbros.com/,44912,"[{""id"": 849, ""name"": ""dc comics""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 15250, ""name"": ""alien infection""}, {""id"": 15252, ""name"": ""magical object""}, {""id"": 15254, ""name"": ""protector""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 202540, ""name"": ""origin""}, {""id"": 209714, ""name"": ""3d""}]",en,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",51.872839,"[{""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-16,219851172,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In our darkest hour, there will be light.",Green Lantern,5.1,2487
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",http://disney.go.com/toystory/,10193,"[{""id"": 1562, ""name"": ""hostage""}, {""id"": 3616, ""name"": ""college""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 5462, ""name"": ""barbie""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 33794, ""name"": ""day care""}, {""id"": 158162, ""name"": ""teddy bear""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 209386, ""name"": ""personification""}, {""id"": 209387, ""name"": ""inanimate objects coming to life""}, {""id"": 224516, ""name"": ""toy story""}]",en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",59.99541800000001,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-06-16,1066969703,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,No toy gets left behind.,Toy Story 3,7.6,4597
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.warnerbros.com/terminator-salvation,534,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 530, ""name"": ""prophecy""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6092, ""name"": ""army""}, {""id"": 6112, ""name"": ""firearm""}, {""id"": 11159, ""name"": ""wartime""}, {""id"": 12670, ""name"": ""los angeles""}]",en,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",71.862892,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Halcyon Company"", ""id"": 4021}, {""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-05-20,371353001,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,The End Begins.,Terminator Salvation,5.9,2463
190000000,"[{""id"": 28, ""name"": ""Action""}]",http://www.furious7.com/,168259,"[{""id"": 830, ""name"": ""car race""}, {""id"": 3428, ""name"": ""speed""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 33885, ""name"": ""car""}, {""id"": 40870, ""name"": ""race""}, {""id"": 205399, ""name"": ""muscle car""}]",en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,102.32221700000001,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""One Race Films"", ""id"": 7154}, {""name"": ""China Film Co."", ""id"": 40890}, {""name"": ""Qu\u00e9bec Production Services Tax Credit"", ""id"": 86352}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}, {""name"": ""Abu Dhabi Film Commission"", ""id"": 87857}, {""name"": ""Colorado Office of Film, Television & Media"", ""id"": 87858}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-01,1506249360,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Vengeance Hits Home,Furious 7,7.3,4176
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.worldwarzmovie.com,72190,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 160381, ""name"": ""nuclear weapons""}, {""id"": 180635, ""name"": ""multiple perspectives""}, {""id"": 186565, ""name"": ""zombie apocalypse""}]",en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",81.834855,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Hemisphere Media Capital"", ""id"": 9169}, {""name"": ""Apparatus Productions"", ""id"": 11956}, {""name"": ""Latina Pictures"", ""id"": 19108}, {""name"": ""2DUX\u00b2"", ""id"": 23644}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""MT"", ""name"": ""Malta""}]",2013-06-20,531865000,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Remember Philly!,World War Z,6.7,5560
